Rock Type,TiO2,Al2O3,FeO,MnO,CaO
LHERZOLITE,0.11,17.7,7.4,0.4,5.77
LHERZOLITE,0.12,17.8,7.4,0.4,5.72
LHERZOLITE,0.0,20.4,8.2,0.4,6.07
LHERZOLITE,0.01,20.5,8.0,0.5,6.1
LHERZOLITE,0.0,20.5,8.4,0.6,6.21
LHERZOLITE,0.0,20.7,8.2,0.5,6.03
LHERZOLITE,0.0,20.9,8.1,0.5,5.9
LHERZOLITE,0.0,21.1,7.6,0.4,5.86
LHERZOLITE,0.0,21.1,7.7,0.4,5.89
LHERZOLITE,0.01,21.1,8.2,0.5,5.96
LHERZOLITE,0.0,21.2,7.3,0.4,5.91
LHERZOLITE,0.0,21.2,7.3,0.4,5.92
LHERZOLITE,0.83,18.5,7.7,0.3,4.93
LHERZOLITE,0.79,18.5,7.7,0.3,4.95
LHERZOLITE,0.77,18.6,7.6,0.3,4.9
LHERZOLITE,0.77,18.6,7.6,0.3,4.95
LHERZOLITE,0.64,18.7,7.5,0.3,4.85
LHERZOLITE,0.88,18.7,7.7,0.3,4.98
LHERZOLITE,0.69,18.8,7.5,0.3,4.92
LHERZOLITE,0.23,2.05,3.62,0.11,16.7
LHERZOLITE,0.42,1.61,3.81,0.12,18.28
LHERZOLITE,0.59,20.2,7.5,0.3,5.21
LHERZOLITE,0.69,20.4,8.2,0.3,4.22
LHERZOLITE,0.95,20.4,8.5,0.3,4.46
LHERZOLITE,0.72,20.5,8.2,0.3,4.24
LHERZOLITE,0.73,20.5,8.2,0.31,4.4
LHERZOLITE,0.7,20.7,8.2,0.3,4.22
LHERZOLITE,0.73,20.7,8.3,0.3,4.23
LHERZOLITE,0.12,1.79,3.51,0.1,18.04
LHERZOLITE,0.51,21.2,7.6,0.3,4.3
LHERZOLITE,0.3,1.47,3.2,0.11,18.45
LHERZOLITE,0.5,16.4,7.1,0.3,6.71
LHERZOLITE,0.43,16.4,7.1,0.3,6.81
LHERZOLITE,0.22,16.4,7.1,0.3,6.98
LHERZOLITE,0.55,16.4,7.2,0.3,6.66
LHERZOLITE,0.58,16.4,7.3,0.3,6.71
LHERZOLITE,0.11,16.5,7.0,0.3,7.09
LHERZOLITE,0.22,16.5,7.1,0.3,7.04
LHERZOLITE,0.18,16.5,7.1,0.3,7.07
LHERZOLITE,0.2,16.5,7.1,0.3,7.09
LHERZOLITE,0.07,16.5,7.2,0.3,7.07
LHERZOLITE,0.08,16.5,7.2,0.3,7.11
LHERZOLITE,0.12,16.5,7.2,0.36,7.1
LHERZOLITE,0.12,16.5,7.2,0.4,7.08
LHERZOLITE,0.38,16.6,7.0,0.3,6.97
LHERZOLITE,0.45,16.6,7.1,0.3,6.87
LHERZOLITE,0.41,16.6,7.1,0.3,6.88
LHERZOLITE,0.26,16.6,7.1,0.3,6.93
LHERZOLITE,0.08,16.6,7.3,0.3,7.14
LHERZOLITE,0.93,17.0,7.4,0.3,6.25
LHERZOLITE,0.92,17.0,7.4,0.3,6.33
LHERZOLITE,0.92,17.0,7.4,0.33,6.3
LHERZOLITE,0.99,17.1,7.4,0.3,6.19
LHERZOLITE,0.86,17.3,7.4,0.3,6.29
LHERZOLITE,0.13,0.92,3.1,0.13,18.03
LHERZOLITE,0.8,11.0,7.7,0.4,7.78
LHERZOLITE,0.88,11.5,7.1,0.3,8.19
LHERZOLITE,0.8,11.5,7.2,0.4,8.14
LHERZOLITE,0.81,11.6,7.3,0.3,8.16
LHERZOLITE,0.83,11.6,7.3,0.3,8.16
LHERZOLITE,0.8,11.6,7.3,0.4,8.21
LHERZOLITE,0.8,11.7,7.2,0.3,8.12
LHERZOLITE,0.88,11.7,7.3,0.3,8.19
LHERZOLITE,0.77,11.8,7.2,0.3,8.02
LHERZOLITE,0.8,11.8,7.2,0.3,8.02
LHERZOLITE,0.84,11.8,7.2,0.3,8.14
LHERZOLITE,0.83,11.8,7.2,0.4,8.15
LHERZOLITE,0.8,11.8,7.3,0.3,8.07
LHERZOLITE,0.85,11.8,7.3,0.3,8.13
LHERZOLITE,0.81,11.8,7.3,0.3,8.18
LHERZOLITE,0.86,11.8,7.3,0.4,8.09
LHERZOLITE,0.83,11.8,7.3,0.4,8.16
LHERZOLITE,0.86,11.8,7.4,0.3,8.15
LHERZOLITE,0.85,11.8,7.4,0.3,8.17
LHERZOLITE,0.73,11.9,7.1,0.3,7.95
LHERZOLITE,0.84,11.9,7.1,0.3,8.04
LHERZOLITE,0.82,11.9,7.2,0.3,7.99
LHERZOLITE,0.84,11.9,7.2,0.3,8.01
LHERZOLITE,0.8,11.9,7.2,0.3,8.02
LHERZOLITE,0.82,11.9,7.2,0.3,8.03
LHERZOLITE,0.82,11.9,7.2,0.3,8.07
LHERZOLITE,0.81,11.9,7.3,0.3,7.94
LHERZOLITE,0.79,11.9,7.3,0.3,7.95
LHERZOLITE,0.83,11.9,7.3,0.3,7.95
LHERZOLITE,0.84,11.9,7.3,0.3,8.05
LHERZOLITE,0.84,11.9,7.3,0.3,8.11
LHERZOLITE,0.84,11.9,7.3,0.3,8.12
LHERZOLITE,0.81,11.9,7.3,0.33,8.0
LHERZOLITE,0.87,11.9,7.4,0.3,7.99
LHERZOLITE,0.83,12.0,7.2,0.3,8.01
LHERZOLITE,0.75,12.0,7.2,0.4,8.05
LHERZOLITE,0.82,12.0,7.3,0.3,7.97
LHERZOLITE,0.82,12.0,7.3,0.3,8.03
LHERZOLITE,0.82,12.0,7.3,0.3,8.08
LHERZOLITE,0.87,12.0,7.4,0.3,8.06
LHERZOLITE,0.83,12.1,7.3,0.3,8.0
LHERZOLITE,0.81,12.1,7.3,0.3,8.02
LHERZOLITE,0.84,12.1,7.3,0.3,8.06
LHERZOLITE,0.79,12.1,7.3,0.4,8.0
LHERZOLITE,0.72,12.2,7.2,0.3,7.82
LHERZOLITE,0.72,12.2,7.2,0.3,7.85
LHERZOLITE,0.68,12.3,7.1,0.4,7.87
LHERZOLITE,0.66,12.3,7.2,0.3,7.74
LHERZOLITE,0.3,1.45,3.57,0.13,16.33
LHERZOLITE,1.21,12.6,8.3,0.4,7.2
LHERZOLITE,1.38,13.4,8.3,0.3,6.49
LHERZOLITE,1.42,13.9,8.1,0.34,6.5
LHERZOLITE,1.46,14.1,8.0,0.3,6.36
LHERZOLITE,1.47,14.1,8.1,0.3,6.33
LHERZOLITE,1.47,14.2,8.1,0.3,6.45
LHERZOLITE,1.5,14.2,8.1,0.3,6.45
LHERZOLITE,1.45,14.3,8.0,0.3,6.34
LHERZOLITE,1.42,14.3,8.0,0.4,6.33
HARZBURGITE,0.01,0.0,8.7,0.1,0.04
HARZBURGITE,0.82,17.6,9.5,0.4,6.57
HARZBURGITE,0.19,17.7,8.4,0.5,7.33
HARZBURGITE,0.06,18.0,7.6,0.5,6.67
HARZBURGITE,0.03,18.0,7.7,0.4,6.58
HARZBURGITE,0.54,18.0,8.9,0.4,4.33
HARZBURGITE,0.42,18.0,9.0,0.5,5.47
HARZBURGITE,0.0,18.1,7.5,0.4,6.59
HARZBURGITE,0.01,18.1,7.6,0.4,6.74
HARZBURGITE,0.02,18.2,7.6,0.5,6.57
HARZBURGITE,0.0,18.2,7.8,0.4,6.73
HARZBURGITE,0.01,18.2,7.8,0.5,6.63
HARZBURGITE,0.05,18.3,7.5,0.5,6.74
HARZBURGITE,0.02,18.3,7.6,0.5,6.64
HARZBURGITE,0.02,18.3,7.6,0.5,6.69
HARZBURGITE,0.03,18.3,7.7,0.4,6.71
HARZBURGITE,0.03,18.3,7.7,0.4,6.73
HARZBURGITE,0.01,18.3,7.7,0.4,6.74
HARZBURGITE,0.0,18.3,7.7,0.5,6.48
HARZBURGITE,0.06,18.3,7.7,0.5,6.71
HARZBURGITE,0.04,18.3,7.8,0.5,6.56
HARZBURGITE,0.01,18.4,7.7,0.4,6.5
HARZBURGITE,0.0,18.4,7.7,0.4,6.55
HARZBURGITE,0.03,18.4,7.7,0.5,6.42
HARZBURGITE,0.06,18.4,7.7,0.5,6.56
HARZBURGITE,0.05,18.4,7.8,0.4,6.59
HARZBURGITE,0.05,18.4,7.8,0.5,6.53
HARZBURGITE,0.02,18.5,7.6,0.4,6.26
HARZBURGITE,0.05,18.5,7.6,0.5,6.85
HARZBURGITE,0.02,18.7,7.6,0.4,6.42
HARZBURGITE,0.56,18.7,8.6,0.4,4.4
HARZBURGITE,0.03,18.8,7.6,0.4,6.32
HARZBURGITE,0.0,19.2,7.6,0.4,6.08
HARZBURGITE,0.75,14.2,7.4,0.3,6.53
HARZBURGITE,0.84,14.6,7.4,0.4,5.94
HARZBURGITE,0.85,14.9,7.4,0.3,6.46
HARZBURGITE,0.84,14.9,7.4,0.3,6.54
HARZBURGITE,0.87,14.9,7.7,0.4,7.44
HARZBURGITE,0.85,15.0,7.3,0.3,6.42
HARZBURGITE,0.87,15.0,7.3,0.3,6.43
HARZBURGITE,0.85,15.0,7.3,0.3,6.46
HARZBURGITE,0.85,15.0,7.3,0.3,6.54
HARZBURGITE,0.87,15.0,7.4,0.3,6.48
HARZBURGITE,0.85,15.0,7.4,0.32,6.5
HARZBURGITE,0.85,15.0,7.4,0.4,6.46
HARZBURGITE,0.84,15.1,7.3,0.3,6.37
HARZBURGITE,0.87,15.1,7.3,0.3,6.48
HARZBURGITE,0.81,15.1,7.3,0.3,6.5
HARZBURGITE,0.85,15.1,7.4,0.3,6.46
HARZBURGITE,0.85,15.1,7.4,0.3,6.47
HARZBURGITE,0.88,15.1,7.4,0.3,6.49
HARZBURGITE,0.88,15.1,7.4,0.3,6.49
HARZBURGITE,0.82,15.2,7.2,0.3,6.4
HARZBURGITE,0.83,15.2,7.3,0.3,6.41
HARZBURGITE,0.83,15.2,7.4,0.3,6.46
HARZBURGITE,0.84,15.3,7.4,0.3,6.48
LHERZOLITE,0.28,1.62,3.46,0.11,17.95
LHERZOLITE,0.83,18.4,7.6,0.3,5.25
LHERZOLITE,0.91,18.5,7.6,0.3,5.26
LHERZOLITE,0.9,18.5,7.7,0.3,5.26
LHERZOLITE,0.91,18.5,7.8,0.3,5.25
LHERZOLITE,0.97,18.5,7.8,0.3,5.42
LHERZOLITE,0.84,18.6,7.6,0.28,5.2
LHERZOLITE,0.72,18.7,7.5,0.3,5.11
LHERZOLITE,0.82,18.7,7.6,0.3,5.21
LHERZOLITE,0.82,18.7,7.7,0.3,5.19
LHERZOLITE,0.89,18.7,7.7,0.3,5.2
LHERZOLITE,0.68,19.0,7.4,0.3,5.16
PERIDOTITE,0.05,4.1,5.37,0.12,0.91
PERIDOTITE,0.09,4.97,2.58,0.06,20.88
PERIDOTITE,0.06,4.01,5.36,0.1,0.96
PERIDOTITE,0.1,4.92,2.6,0.08,20.96
PERIDOTITE,0.11,5.58,6.26,0.1,0.98
PERIDOTITE,0.33,7.3,3.16,0.05,19.47
PERIDOTITE,0.11,4.12,6.07,0.12,0.69
PERIDOTITE,0.27,5.56,2.75,0.09,21.63
PERIDOTITE,0.09,2.74,5.77,0.12,0.57
PERIDOTITE,0.1,3.41,2.35,0.08,23.08
PERIDOTITE,0.08,3.45,2.27,0.07,23.47
PERIDOTITE,0.07,2.09,2.11,0.07,23.35
PERIDOTITE,0.05,2.13,5.71,0.15,0.42
PERIDOTITE,0.09,2.56,2.05,0.1,23.76
PERIDOTITE,0.03,2.61,2.2,0.04,24.41
PERIDOTITE,0.06,2.82,5.99,0.11,0.51
PERIDOTITE,0.07,2.19,2.13,0.07,23.28
PERIDOTITE,0.09,28.81,16.07,0.18,0.01
PERIDOTITE,0.05,0.03,8.49,0.12,0.09
PERIDOTITE,0.04,2.51,5.27,0.12,1.0
PERIDOTITE,0.05,2.81,2.44,0.05,21.99
PERIDOTITE,0.03,1.14,2.8,0.12,23.91
PERIDOTITE,0.35,1.23,8.86,0.39,21.18
PERIDOTITE,0.01,1.48,6.07,0.15,0.4
PERIDOTITE,0.11,1.51,14.65,0.5,0.76
PERIDOTITE,0.16,1.52,11.83,0.47,0.68
PERIDOTITE,0.25,1.57,17.11,0.63,1.19
PERIDOTITE,0.1,1.69,17.11,0.55,0.85
PERIDOTITE,0.01,1.86,3.13,0.18,23.22
PERIDOTITE,0.93,12.56,2.62,0.07,1.48
PERIDOTITE,0.56,13.28,5.2,0.07,11.99
PERIDOTITE,0.46,13.54,5.2,0.01,11.54
PERIDOTITE,0.5,2.25,9.82,0.41,20.73
PERIDOTITE,0.09,2.38,6.9,0.21,0.74
PERIDOTITE,0.24,3.84,3.27,0.07,22.89
PERIDOTITE,0.05,31.29,0.4,2.0,15.0
PERIDOTITE,0.02,33.09,0.6,0.08,15.93
LHERZOLITE,0.004,0.013000000000000001,8.56,0.033,0.06
LHERZOLITE,0.106,3.66,5.41,0.051,0.7979999999999999
LHERZOLITE,0.33299999999999996,4.58,2.57,0.033,22.02
LHERZOLITE,0.379,41.92,11.86,0.08199999999999999,0.003
LHERZOLITE,0.004,0.026000000000000002,10.31,0.034,0.07200000000000001
LHERZOLITE,0.141,5.29,6.45,0.048,0.8190000000000001
LHERZOLITE,0.188,60.77,11.18,0.044000000000000004,0.001
LHERZOLITE,0.586,7.23,3.23,0.034,19.98
LHERZOLITE,0.018000000000000002,0.037000000000000005,9.9,0.139,0.09699999999999999
LHERZOLITE,0.12300000000000001,6.01,6.15,0.124,1.11
LHERZOLITE,0.449,7.79,3.29,0.10300000000000001,18.85
LHERZOLITE,0.003,0.017,10.06,0.11699999999999999,0.042
LHERZOLITE,0.051,4.03,6.4,0.192,0.5670000000000001
LHERZOLITE,0.218,6.67,2.59,0.129,19.15
HARZBURGITE,0.004,0.008,7.62,0.059000000000000004,0.02
HARZBURGITE,0.004,1.44,1.77,0.047,24.34
HARZBURGITE,0.006,1.9,5.02,0.064,0.374
HARZBURGITE,0.011000000000000001,29.77,16.58,0.141,0.003
HARZBURGITE,0.003,0.015,7.69,0.057,0.077
HARZBURGITE,0.003,3.1,2.29,0.065,22.04
HARZBURGITE,0.012,3.22,4.85,0.065,1.033
HARZBURGITE,0.008,32.64,12.54,0.128,0.005
LHERZOLITE,0.003,0.016,8.93,0.077,0.046
LHERZOLITE,0.075,3.97,5.73,0.073,0.621
LHERZOLITE,0.049,54.56,10.69,0.055,0.002
LHERZOLITE,0.371,6.16,2.53,0.036000000000000004,20.42
LHERZOLITE,0.004,0.015,8.45,0.069,0.077
LHERZOLITE,0.065,4.35,5.39,0.068,0.77
LHERZOLITE,0.11800000000000001,49.93,11.48,0.075,0.011000000000000001
LHERZOLITE,0.254,6.0,2.88,0.037000000000000005,19.64
LHERZOLITE,0.002,0.023,9.18,0.068,0.099
LHERZOLITE,0.076,4.44,5.82,0.07200000000000001,0.6990000000000001
LHERZOLITE,0.159,52.91,11.35,0.068,0.004
LHERZOLITE,0.33,6.54,3.04,0.044000000000000004,19.31
PERIDOTITE,0.12,4.52,6.39,0.12,0.57
PERIDOTITE,0.53,6.5,3.02,0.1,19.73
PERIDOTITE,0.12,3.79,7.15,0.05,0.4
PERIDOTITE,0.79,6.23,3.04,0.1,20.74
PERIDOTITE,0.13,4.47,6.32,0.14,0.76
PERIDOTITE,0.39,47.89,13.81,0.11,0.01
PERIDOTITE,0.59,6.45,3.11,0.1,19.09
PERIDOTITE,0.17,4.43,6.88,0.13,0.74
PERIDOTITE,0.76,6.86,3.53,0.11,18.11
PERIDOTITE,0.01,2.61,5.87,0.01,1.5
PERIDOTITE,0.05,31.28,17.66,0.18,0.01
PERIDOTITE,0.07,3.57,6.77,0.06,0.51
PERIDOTITE,0.29,4.64,3.19,0.12,21.68
PERIDOTITE,0.18,47.75,16.34,0.12,0.01
PERIDOTITE,0.08,4.31,6.15,0.08,0.49
PERIDOTITE,0.42,5.55,3.01,0.09,20.55
PERIDOTITE,0.14,55.21,12.25,0.09,0.01
PERIDOTITE,0.09,4.38,6.48,0.08,0.61
PERIDOTITE,0.44,6.24,2.99,0.09,20.99
PERIDOTITE,0.05,3.39,6.95,0.11,0.41
PERIDOTITE,0.41,3.71,3.28,0.09,21.34
PERIDOTITE,0.08,3.45,5.81,0.07,0.53
PERIDOTITE,0.25,4.61,2.77,0.09,21.36
PERIDOTITE,0.09,4.28,6.23,0.09,0.55
PERIDOTITE,0.4,6.06,2.88,0.08,20.38
PERIDOTITE,0.09,4.32,6.7,0.09,0.52
PERIDOTITE,0.52,6.03,3.28,0.1,20.61
PERIDOTITE,0.04,4.08,6.33,0.08,0.58
PERIDOTITE,0.17,4.91,2.94,0.09,21.11
PERIDOTITE,0.07,3.37,5.8,0.05,0.68
PERIDOTITE,0.25,4.27,2.54,0.09,21.7
PERIDOTITE,0.11,5.05,6.1,0.19,0.68
PERIDOTITE,0.31,6.51,2.95,0.09,19.15
PERIDOTITE,0.02,4.07,5.7,0.09,0.85
PERIDOTITE,0.1,4.72,2.53,0.1,21.23
PERIDOTITE,0.25,3.12,7.96,0.12,0.73
PERIDOTITE,0.86,5.45,3.74,0.11,19.38
PERIDOTITE,0.13,3.94,5.6,0.11,0.84
PERIDOTITE,0.46,5.27,2.67,0.09,20.53
PERIDOTITE,0.09,4.1,5.85,0.13,0.72
PERIDOTITE,0.35,6.23,2.88,0.1,19.7
PERIDOTITE,0.04,2.33,7.02,0.15,0.88
PERIDOTITE,0.37,23.31,21.03,0.17,0.01
PERIDOTITE,0.16,3.56,3.51,0.09,19.32
PERIDOTITE,0.06,3.5,7.26,0.17,0.58
PERIDOTITE,0.19,5.19,3.19,0.11,18.97
PERIDOTITE,0.03,3.46,5.87,0.14,0.59
PERIDOTITE,0.19,5.14,2.82,0.09,19.42
PERIDOTITE,0.05,3.67,5.26,0.15,0.66
PERIDOTITE,0.17,5.25,2.49,0.08,19.22
PERIDOTITE,0.16,2.42,5.45,0.15,0.87
PERIDOTITE,1.07,27.26,16.3,0.16,0.01
PERIDOTITE,0.64,4.44,2.6,0.1,19.41
PERIDOTITE,0.03,2.44,7.34,0.19,0.94
PERIDOTITE,0.17,3.73,3.72,0.11,19.07
PERIDOTITE,0.07,4.08,5.69,0.08,0.7
PERIDOTITE,0.29,5.37,2.67,0.1,21.14
PERIDOTITE,0.11,52.88,13.29,0.08,0.0
PERIDOTITE,0.12,4.1,5.86,0.16,0.66
PERIDOTITE,0.14,4.69,6.23,0.1,0.76
PERIDOTITE,0.11,4.05,6.14,0.11,0.77
PERIDOTITE,0.13,4.85,6.1,0.14,0.64
PERIDOTITE,0.05,57.22,12.18,0.08,0.01
PERIDOTITE,0.04,2.83,5.22,0.07,0.62
PERIDOTITE,0.13,4.72,6.34,0.11,0.65
PERIDOTITE,0.07,4.15,6.46,0.04,0.47
ECLOGITE,0.12,23.3,13.5,0.25,9.22
ECLOGITE,0.15,9.4,2.36,0.03,16.7
ECLOGITE,0.23,22.6,16.7,0.4,7.56
ECLOGITE,0.31,8.49,4.24,0.05,15.0
ECLOGITE,0.04,22.7,22.0,0.33,4.58
ECLOGITE,0.12,7.54,5.53,0.04,15.7
ECLOGITE,0.14,12.9,5.12,0.03,11.4
ECLOGITE,0.11,22.0,22.5,0.3,10.6
ECLOGITE,0.14,13.0,5.06,0.02,11.2
ECLOGITE,0.11,22.0,22.5,0.29,10.6
ECLOGITE,0.07,22.8,21.2,0.36,4.54
ECLOGITE,0.11,7.5,5.47,0.04,15.9
ECLOGITE,0.23,1.92,3.3,0.1,19.9
ECLOGITE,0.49,22.6,9.2,0.37,4.42
ECLOGITE,0.15,14.3,2.44,0.03,12.8
ECLOGITE,0.16,22.3,14.0,0.32,17.7
ECLOGITE,0.14,14.6,2.81,0.02,12.0
ECLOGITE,0.12,22.4,16.9,0.32,14.1
ECLOGITE,0.12,12.2,2.71,0.02,13.7
ECLOGITE,0.09,22.6,17.4,0.3,10.1
ECLOGITE,0.12,11.7,2.55,0.03,14.6
ECLOGITE,0.09,22.8,15.6,0.31,11.4
ECLOGITE,0.12,13.4,2.58,0.02,13.1
ECLOGITE,0.12,22.7,15.4,0.32,14.6
ECLOGITE,0.12,10.8,3.71,0.02,14.4
ECLOGITE,0.07,22.7,19.3,0.35,9.33
ECLOGITE,0.28,23.4,13.7,0.25,6.8
ECLOGITE,0.34,8.7,3.46,0.04,14.6
ECLOGITE,0.39,10.7,3.23,0.03,13.3
ECLOGITE,0.37,22.5,13.7,0.22,8.26
ECLOGITE,0.11,10.7,1.83,0.02,16.2
ECLOGITE,0.08,23.4,11.6,0.23,13.8
ECLOGITE,0.11,11.4,1.67,0.02,14.6
ECLOGITE,0.04,23.8,11.9,0.22,8.12
ECLOGITE,0.22,14.0,2.28,0.02,13.5
ECLOGITE,0.15,22.9,14.4,0.27,15.59
ECLOGITE,0.05,22.8,18.6,0.29,8.43
ECLOGITE,0.12,9.87,3.59,0.03,14.8
PYROXENITE,0.06,22.6,22.4,0.5,3.99
PYROXENITE,0.08,3.89,6.44,0.08,18.1
ECLOGITE,0.07,22.5,23.6,0.42,5.75
ECLOGITE,0.11,6.53,6.22,0.05,16.3
ECLOGITE,0.04,23.2,17.4,0.29,6.23
ECLOGITE,0.1,7.67,3.54,0.03,16.6
ECLOGITE,0.17,11.2,7.54,0.03,11.0
ECLOGITE,0.09,22.1,26.5,0.39,8.6
ECLOGITE,0.32,23.1,12.4,0.27,9.06
ECLOGITE,0.14,6.39,3.82,0.05,17.0
ECLOGITE,0.19,23.1,12.9,0.28,7.84
ECLOGITE,0.13,7.45,3.55,0.05,16.3
ECLOGITE,0.11,23.2,13.5,0.25,9.34
ECLOGITE,0.15,9.0,2.33,0.03,16.5
PERIDOTITE,0.01,0.04,9.22,0.05,0.06
PERIDOTITE,0.11,1.78,5.88,0.13,1.08
PERIDOTITE,0.11,1.83,5.91,0.11,1.05
PERIDOTITE,0.09,1.87,5.93,0.13,1.13
PERIDOTITE,0.18,18.34,6.41,0.31,6.66
PERIDOTITE,0.32,19.69,6.32,0.4,4.75
PERIDOTITE,0.4,19.99,6.84,0.29,5.08
PERIDOTITE,0.43,20.15,7.16,0.33,4.88
PERIDOTITE,0.35,20.55,6.9,0.31,5.07
PERIDOTITE,0.32,20.89,7.26,0.29,4.94
PERIDOTITE,0.23,3.11,3.25,0.11,17.69
PERIDOTITE,0.24,3.15,3.13,0.1,18.05
PERIDOTITE,0.24,3.22,3.39,0.15,17.98
PERIDOTITE,0.21,3.32,3.23,0.07,16.16
PERIDOTITE,0.01,0.04,9.1,0.13,0.08
PERIDOTITE,0.12,1.8,5.74,0.13,1.09
PERIDOTITE,0.12,1.83,5.59,0.14,1.1
PERIDOTITE,0.12,1.88,5.75,0.13,1.15
PERIDOTITE,0.28,20.51,7.03,0.29,5.06
PERIDOTITE,0.28,20.61,6.97,0.29,5.05
PERIDOTITE,0.3,20.74,6.86,0.3,5.0
PERIDOTITE,0.3,20.74,7.19,0.29,4.95
PERIDOTITE,0.3,20.79,7.15,0.31,5.01
PERIDOTITE,0.28,3.05,3.1,0.11,18.03
PERIDOTITE,0.22,3.16,3.12,0.09,17.71
PERIDOTITE,0.25,3.19,3.2,0.11,17.69
PERIDOTITE,0.7,0.73,2.72,0.14,20.72
PERIDOTITE,0.81,0.83,2.93,0.15,19.54
PERIDOTITE,0.02,1.63,4.69,0.11,0.86
PERIDOTITE,0.72,0.99,2.26,0.08,22.17
PERIDOTITE,0.54,1.45,2.42,0.11,20.83
PERIDOTITE,0.13,1.52,4.64,0.18,0.84
PERIDOTITE,0.15,1.58,4.65,0.15,0.9
PERIDOTITE,0.13,1.87,5.79,0.13,1.04
PERIDOTITE,0.16,18.97,6.47,0.31,6.31
PERIDOTITE,0.31,20.44,7.21,0.29,5.01
PERIDOTITE,0.34,20.73,7.16,0.31,5.06
PERIDOTITE,0.19,3.1,3.05,0.11,18.17
PERIDOTITE,0.3,3.21,3.16,0.11,17.73
PERIDOTITE,0.02,0.02,7.78,0.14,0.03
PERIDOTITE,0.77,0.93,2.94,0.1,21.6
PERIDOTITE,0.15,1.43,4.72,0.13,0.87
PERIDOTITE,0.1,1.53,4.71,0.15,0.83
HARZBURGITE,0.01,0.93,5.27,0.11,0.68
HARZBURGITE,0.71,2.38,3.05,0.05,21.64
HARZBURGITE,0.55,1.42,2.42,0.08,21.89
HARZBURGITE,0.02,2.14,5.58,0.12,0.79
HARZBURGITE,0.01,2.03,2.47,0.07,22.4
HARZBURGITE,0.01,2.26,5.41,0.11,0.69
HARZBURGITE,0.01,2.92,2.61,0.06,21.52
HARZBURGITE,0.01,1.45,1.86,0.04,24.98
HARZBURGITE,0.01,2.09,5.65,0.15,0.32
HARZBURGITE,0.01,1.86,5.68,0.13,0.46
HARZBURGITE,0.01,1.48,1.79,0.08,24.7
HARZBURGITE,0.01,2.26,5.55,0.15,0.48
HARZBURGITE,0.01,1.41,2.17,0.02,23.69
HARZBURGITE,0.01,0.62,5.5,0.15,0.32
HARZBURGITE,0.06,2.64,2.88,0.06,20.12
HARZBURGITE,0.02,1.47,5.33,0.15,0.66
HARZBURGITE,0.07,2.22,2.43,0.03,21.71
HARZBURGITE,0.01,0.99,5.67,0.15,0.24
HARZBURGITE,0.02,2.84,2.81,0.03,18.55
HARZBURGITE,0.01,0.53,5.55,0.13,0.28
HARZBURGITE,0.07,1.48,2.42,0.06,20.57
HARZBURGITE,0.08,0.42,2.53,0.09,21.77
HARZBURGITE,0.01,0.82,5.71,0.11,0.12
HARZBURGITE,0.28,1.65,2.34,0.08,21.84
HARZBURGITE,0.01,2.37,5.59,0.13,0.77
HARZBURGITE,0.36,0.9,2.81,0.08,20.56
HARZBURGITE,0.02,2.21,6.08,0.13,0.58
HARZBURGITE,0.01,1.49,5.7,0.15,0.92
HARZBURGITE,0.01,1.58,5.56,0.14,0.87
HARZBURGITE,0.07,1.78,5.55,0.12,0.74
HARZBURGITE,0.03,0.58,5.72,0.17,0.71
HARZBURGITE,0.2,1.29,2.96,0.12,22.22
HARZBURGITE,0.01,1.73,1.76,0.06,24.94
HARZBURGITE,0.03,2.66,5.53,0.12,0.71
HARZBURGITE,0.3,3.41,2.73,0.06,21.93
HARZBURGITE,0.02,1.07,5.42,0.16,0.45
HARZBURGITE,0.46,3.45,3.03,0.08,20.77
LHERZOLITE,0.11,4.23,6.03,0.14,0.58
LHERZOLITE,0.52,6.56,2.38,0.05,21.47
LHERZOLITE,0.89,2.57,2.86,0.09,22.33
LHERZOLITE,0.12,3.95,5.93,0.14,0.61
DUNITE,0.01,1.87,6.16,0.13,0.61
DUNITE,0.77,2.94,3.56,0.07,20.95
LHERZOLITE,0.12,4.02,6.09,0.11,0.64
LHERZOLITE,0.56,6.01,2.58,0.04,20.79
LHERZOLITE,1.48,14.25,3.72,0.04,11.48
LHERZOLITE,0.15,4.72,6.26,0.14,0.99
LHERZOLITE,0.13,56.51,10.17,11.97,0.34
LHERZOLITE,0.46,6.9,2.6,0.05,19.69
LHERZOLITE,0.58,15.43,3.82,0.14,10.74
LHERZOLITE,0.12,5.0,5.77,0.14,1.1
LHERZOLITE,0.23,5.72,2.87,0.06,21.15
LHERZOLITE,0.1,52.23,15.73,12.09,0.33
LHERZOLITE,0.02,0.03,10.4,0.16,0.06
LHERZOLITE,1.02,21.51,2.35,0.03,4.77
LHERZOLITE,1.08,21.63,1.86,0.03,4.81
LHERZOLITE,0.18,5.74,6.3,0.14,1.04
LHERZOLITE,0.41,53.15,13.11,11.99,0.34
LHERZOLITE,0.19,56.97,10.17,12.55,0.32
LHERZOLITE,0.54,7.37,3.46,0.09,18.9
LHERZOLITE,3.1,17.9,4.17,0.05,0.02
LHERZOLITE,0.51,4.43,4.21,0.17,18.17
LHERZOLITE,0.08,5.39,6.24,0.13,0.8
LHERZOLITE,0.07,5.49,6.11,0.15,0.88
LHERZOLITE,0.38,51.64,14.46,11.1,0.28
LHERZOLITE,0.14,56.83,9.31,11.15,0.34
