Rock Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,CaO
"PERIDOTITE",41.04,0.88,21.24,,6.99,0.22,5.27
"PERIDOTITE",41.05,0.65,21.34,,6.59,0.16,5.16
"PERIDOTITE",41.1,0.67,21.42,,6.8,0.21,5.16
"PERIDOTITE",41.34,0.74,21.53,,7.17,0.3,5.2
"PERIDOTITE",41.01,0.64,21.63,,7.26,0.24,5.1
"PERIDOTITE",41.66,0.64,21.75,,7.33,0.2,5.13
"PERIDOTITE",41.61,0.09,21.88,,5.2,0.2,4.8
"PERIDOTITE",41.35,0.74,21.95,,7.7,0.27,5.15
"PERIDOTITE",40.82,0.82,21.98,,8.43,0.3,5.07
"PERIDOTITE",41.27,0.77,22.01,,7.64,0.25,4.96
"PERIDOTITE",39.93,0.76,22.01,,7.68,0.2,4.97
"PERIDOTITE",41.52,0.81,22.06,,7.99,0.3,5.18
"PERIDOTITE",40.01,0.77,22.1,,7.55,0.25,4.98
"PERIDOTITE",40.29,0.74,22.13,,7.93,0.23,4.99
"PERIDOTITE",40.62,1.16,22.21,,8.94,0.33,5.02
"PERIDOTITE",41.18,0.52,22.22,,7.48,0.29,4.62
"PERIDOTITE",41.45,0.85,22.22,,7.67,0.23,5.1
"PERIDOTITE",40.79,0.68,22.25,,7.55,0.28,4.99
"PERIDOTITE",40.28,0.99,22.25,,8.55,0.37,5.07
"PERIDOTITE",41.48,0.78,22.27,,7.63,0.21,5
"PERIDOTITE",41.21,0.77,22.29,,7.57,0.27,5.05
"PERIDOTITE",41.26,0.75,22.32,,7.9,0.25,5
"PERIDOTITE",40.67,0.77,22.34,,7.63,0.25,4.88
"PERIDOTITE",41.5,0.7,22.39,,7.73,0.28,5.11
"PERIDOTITE",41.53,0.77,22.39,,7.93,0.26,5.05
"PERIDOTITE",41.36,0.71,22.39,,8.01,0.22,4.85
"PERIDOTITE",40.6,0.72,22.42,,7.8,0.23,4.87
"PERIDOTITE",41.44,0.71,22.48,,7.88,0.26,4.96
"PERIDOTITE",40.9,0.72,22.49,,7.75,0.29,4.97
"PERIDOTITE",40.97,0.76,22.49,,7.89,0.23,5.15
"PERIDOTITE",42.38,0.9,22.57,,8.1,0.26,4.98
"PERIDOTITE",41.98,1.05,22.61,,9.54,0.33,4.96
"PERIDOTITE",41.85,1.18,22.61,,9.63,0.25,5.17
"PERIDOTITE",41.82,1.16,22.74,,9.45,0.26,5.04
"PERIDOTITE",42.3,1.08,22.84,,7.87,0.22,5.07
"PERIDOTITE",42.09,0.9,22.99,,9.15,0.32,4.68
"PERIDOTITE",41.96,1.03,23.03,,8.67,0.26,4.91
"PERIDOTITE",42.77,0.17,23.04,,6.98,0.24,4.5
"PERIDOTITE",41.84,0.78,23.22,,7.53,0.25,5
"PERIDOTITE",40.41,0.19,23.25,,8.36,0.42,4.06
"PERIDOTITE",41.95,0.92,23.28,,8.53,0.19,5.06
"PERIDOTITE",41.69,1.23,23.42,,10.33,0.27,4.99
"PERIDOTITE",41.23,0.15,23.58,,7.75,0.33,4.57
"PERIDOTITE",41.58,1.05,23.93,,10.13,0.26,4.62
"PERIDOTITE",41.78,0.09,18.32,,4.93,0.22,5.26
"PERIDOTITE",42.07,0.07,19.04,,4.89,0.23,4.06
"PERIDOTITE",41.23,0.64,20.88,,6.66,0.22,5.04
"PERIDOTITE",41.76,1.02,21.33,,6.14,0.29,5.39
"PERIDOTITE",41.76,0.02,21.53,,7.25,0.43,4.66
"PERIDOTITE",40.49,0.63,21.58,,6.7,0.25,5.13
"PERIDOTITE",41.53,0.65,21.74,,7.14,0.24,5.1
"PERIDOTITE",41.71,0.59,21.87,,6.96,0.21,5.02
"PERIDOTITE",42.2,0.71,22,,6.98,0.22,4.88
"PERIDOTITE",42.05,0.56,22.37,,6.53,0.19,4.83
"PERIDOTITE",40.91,0.14,22.56,,7.74,0.4,5.3
"PERIDOTITE",41.82,0.67,22.6,,6.27,0.17,5.04
"PERIDOTITE",41.5,1.22,22.8,,10.42,0.22,5.09
"PERIDOTITE",41.03,0.13,22.96,,8.14,0.42,4.62
"PERIDOTITE",42.49,0.62,23.07,,6.5,0.24,4.67
"PERIDOTITE",41.26,1.25,23.1,,9.57,0.27,5.19
"PERIDOTITE",42.04,0.9,23.22,,8.71,0.23,5.03
"PERIDOTITE",41.88,1.09,23.23,,9.74,0.18,4.92
"PERIDOTITE",41.84,0.86,23.24,,8.01,0.22,5.09
"PERIDOTITE",42,1.11,23.48,,10.25,0.36,5.02
"PERIDOTITE",41.75,0.84,23.56,,9.53,0.32,4.31
"PERIDOTITE",42.11,0.81,23.71,,8.66,0.23,4.97
"PERIDOTITE",42.35,0.72,23.83,,8.44,0.21,4.21
"PERIDOTITE",42.25,0.89,23.85,,10.03,0.37,4.32
"PERIDOTITE",41.92,0.77,24.05,,10.53,0.3,4.02
"ECLOGITE",55.53,0.27,14.82,,,0.03,10.82
"ECLOGITE",64.91,,18.58,0.05,,,0.01
"ECLOGITE",39.23,,21.97,,,,11.15
"ECLOGITE",54.57,0.32,12.58,,,0.06,11.24
"ECLOGITE",38.54,0.18,21.62,,,,9.81
"ECLOGITE",55.69,0.23,14.78,,,0.02,10.78
"ECLOGITE",64.47,,18.73,0.04,,,0.01
"ECLOGITE",38.77,,21.9,,,,10.04
"PYROXENITE",38.17,0.02,0.02,,21.69,0.37,
"PYROXENITE",38.28,0.02,0.02,,21.87,0.38,
"PYROXENITE",38.28,0.02,0.02,,22.02,0.39,
"PYROXENITE",37.56,0.02,0.02,,22.66,0.46,
"PYROXENITE",37.57,0.02,0.03,,21.67,0.37,
"PYROXENITE",38.13,0.02,0.03,,21.79,0.38,
"PYROXENITE",36.84,0.03,0.03,,21.93,0.37,
"PYROXENITE",36.84,0.02,0.03,,22.12,0.4,
"PYROXENITE",36.94,0.02,0.03,,22.31,0.47,
"PYROXENITE",36.29,0.02,0.03,,22.99,0.42,
"PYROXENITE",37.54,0.02,0.04,,22.5,0.45,
"PYROXENITE",37.04,0.02,0.05,,21.4,0.39,
"LHERZOLITE",38.33,0.02,0.03,,23.98,0.48,
"LHERZOLITE",37.87,0.02,0.04,,24.85,0.35,
"PYROXENITE",37.76,0.05,0.2,,25.82,0.45,
"PYROXENITE",38.17,0.03,0.45,,26.23,0.53,
"LHERZOLITE",50.11,0.24,6.69,,4.23,,18.24
"LHERZOLITE",51.43,0.19,6.74,,4.47,0.11,18.28
"LHERZOLITE",51.56,0.29,6.97,,3.85,0.12,19.22
"LHERZOLITE",50.25,0.23,7.4,,3.61,0.2,19.51
"LHERZOLITE",52.38,0.32,3.37,,2.65,0.11,21.75
"LHERZOLITE",52.95,0.39,4.18,,3.16,0.12,19.4
"PYROXENITE",38.2,0.03,0.05,,21.02,0.27,
"PYROXENITE",49.07,1.15,8.26,,9.55,0.18,14.91
"PYROXENITE",48.44,1.29,8.63,,8.59,0.17,17.48
"PYROXENITE",49.49,0.85,8.72,,7.01,0.17,16.31
"PYROXENITE",49.38,0.84,8.8,,7.1,0.18,16.26
"LHERZOLITE",40.56,,0.01,,9.88,0.15,
"LHERZOLITE",40.57,,0.01,,9.93,0.15,
"LHERZOLITE",40.3,,0.02,,9.49,0.15,
"LHERZOLITE",40.37,,0.02,,9.6,0.15,
"LHERZOLITE",40.54,,0.02,,9.92,0.15,
"LHERZOLITE",39.67,0.01,0.03,,11.47,0.17,
"LHERZOLITE",39.53,0.01,0.03,,11.48,0.18,
"LHERZOLITE",55.75,0.08,3.15,,6.33,0.15,0.81
"LHERZOLITE",55.79,0.1,3.26,,6.34,0.15,0.78
"LHERZOLITE",55,0.07,4.19,,6.23,0.14,0.87
"LHERZOLITE",54.24,0.04,4.32,,7.28,0.16,0.89
"LHERZOLITE",54.78,0.08,4.46,,6.29,0.14,0.77
"LHERZOLITE",52.56,0.47,8.01,,2.88,0.05,18.51
"LHERZOLITE",52.94,0.51,6.89,,2.78,0.04,20
"WEBSTERITE",55.54,0.13,2.23,,7.06,0.13,1.24
"WEBSTERITE",55.73,0.13,2.26,,7.08,0.13,1.2
"WEBSTERITE",55.71,0.12,2.29,,7.06,0.13,1.16
"WEBSTERITE",52.72,0.25,3.05,,3.83,0.13,20.07
"WEBSTERITE",52.64,0.27,3.11,,3.97,0.1,19.84
"WEBSTERITE",55.41,0.08,2.17,,7.19,0.16,1.1
"WEBSTERITE",54.53,0.16,3.25,,8.38,0.14,0.96
"WEBSTERITE",54.42,0.16,3.27,,8.29,0.14,1.35
"WEBSTERITE",52,0.36,4.03,,4.68,0.1,18.56
"WEBSTERITE",51.76,0.37,4.06,,4.34,0.1,20.17
"WEBSTERITE",51.72,0.38,4.12,,4.44,0.1,20.06
"WEBSTERITE",51.99,0.38,4.13,,4.37,0.1,20.09
"WEBSTERITE",54.94,0.21,3.34,,8.94,0.15,1.02
"WEBSTERITE",39.39,0.01,0.01,,13.05,0.21,
"WEBSTERITE",40.15,0.01,0.01,,13.23,0.21,
"WEBSTERITE",40.39,0.01,0.02,,12.84,0.19,
"WEBSTERITE",55.7,0.1,1.94,,7.45,0.14,1.04
"WEBSTERITE",51.22,0.19,2.5,,3.7,0.09,21.32
"WEBSTERITE",55.96,0.14,1.86,,7.56,0.12,0.94
"WEBSTERITE",55.95,0.07,1.92,,7.62,0.12,1.01
"PYROXENITE",40.79,,0.01,,10.77,0.17,
"PYROXENITE",41.55,,0.02,,10.29,0.15,
"PYROXENITE",41.91,0.01,0.02,,10.56,0.16,
"PYROXENITE",39.93,0.01,0.02,,10.78,0.18,
"PYROXENITE",39.85,,0.02,,10.87,0.17,
"PYROXENITE",40.9,,0.02,,9.83,0.15,
"PYROXENITE",40.79,,0.03,,9.94,0.15,
"PYROXENITE",42.23,0.01,0.07,,10.57,0.21,
"PYROXENITE",56.92,0.04,2.58,,6.72,0.15,1.06
"PYROXENITE",57.62,0.07,2.6,,6.53,0.15,1.06
"PYROXENITE",55.09,0.09,4.34,,6.81,0.15,0.97
"PYROXENITE",55.11,0.1,4.36,,6.86,0.15,1.01
"PYROXENITE",49.95,1.28,5.19,,5.35,0.12,22.38
"PYROXENITE",49.8,1.52,5.61,,5.28,0.12,22.94
"PYROXENITE",49.53,1.45,6,,5.27,0.12,22.69
"PYROXENITE",49.48,1.35,5.03,,4.83,0.1,23.81
"PYROXENITE",49.67,1.18,5.53,,4.49,0.09,23.16
"LHERZOLITE",41.48,,0.02,,9.35,0.14,
"LHERZOLITE",55.67,0.1,4.54,,6.13,0.14,0.88
"PERIDOTITE",30.8,,,,,0.25,0.19
"PERIDOTITE",35.98,,,,,0.43,0.45
"PERIDOTITE",51.5,,30.48,,,,13.73
"PERIDOTITE",49.68,,32.03,,,,15.2
"PERIDOTITE",0.11,0.89,56.93,,,0.15,
"PERIDOTITE",47.34,2.12,8.92,,,0.11,19.54
"PERIDOTITE",46.05,3.04,9.92,,,0.07,22.53
"PERIDOTITE",40.28,,,,,0.16,0.28
"PERIDOTITE",47.07,4.81,13.54,,,0.21,8.28
"PERIDOTITE",48.34,3.51,15.81,,,0.22,6.25
"PERIDOTITE",50.29,2.67,18.29,,,0.17,7.73
"PERIDOTITE",54.15,,28.85,,,,11.87
"PERIDOTITE",51.02,0.91,5.01,,,0.09,20.23
"PERIDOTITE",48.84,2.56,6.08,,,0.06,22.24
"PERIDOTITE",38.54,,,,,0.31,0.38
"PERIDOTITE",23.24,13.26,17.19,,,0.12,12.78
"PERIDOTITE",22.77,13.57,17.92,,,0.16,12.73
"PERIDOTITE",50.84,,30.65,,,,12.56
"PERIDOTITE",0.02,1.46,54.94,,,0.14,
"PERIDOTITE",0.08,1.62,55.19,,,,
"PERIDOTITE",45.87,3.34,7.24,,,0.06,22.9
"PERIDOTITE",46.35,3.51,7.82,,,0.1,23.08
"PERIDOTITE",47.65,2.24,8.67,,,0.07,20.51
"PERIDOTITE",38.74,,,,,0.32,0.27
"PERIDOTITE",0.14,14.74,14.63,,,0.29,
"PERIDOTITE",53.14,,29.88,,,,12.81
"PERIDOTITE",49.27,,32.13,,,,15.45
"PERIDOTITE",49.32,1.65,5.53,,,0.11,21.22
"PERIDOTITE",0.17,1.36,54.07,,,0.2,
"PERIDOTITE",0.13,1.36,54.53,,,0.11,
"PERIDOTITE",49.53,1.25,7.34,,,0.17,19.4
"PERIDOTITE",39.03,,,,,0.3,0.2
"PERIDOTITE",38.94,,,,,0.36,0.34
"PERIDOTITE",38.18,,,,,0.53,0.47
"PERIDOTITE",47.1,3.41,15.61,,,0.29,8.14
"PERIDOTITE",48.25,3.46,15.68,,,0.15,8.27
"PERIDOTITE",53.78,,28.53,,,,11.43
"PERIDOTITE",47.63,2.46,5.82,,,0.11,22.78
"PERIDOTITE",48.05,3.48,6.87,,,0.12,22.37
"PERIDOTITE",48.99,1.14,7.8,,,0.09,20.95
"PERIDOTITE",49.79,2.44,5.02,,,0.07,22.34
"PERIDOTITE",39.99,,,,,0.22,0.16
"PERIDOTITE",49.49,3.81,15.74,,,0.11,7.53
"PERIDOTITE",52.09,3.16,16.23,,,0.13,6.17
"PERIDOTITE",51.13,3.57,16.26,,,0.1,6.81
"PERIDOTITE",0.05,2.2,27.08,,,0.1,
"PERIDOTITE",56.56,,27.33,,,,9.96
"PERIDOTITE",0.14,2.23,36.72,,,0.09,
"PERIDOTITE",51.18,0.84,4.39,,,0.16,18.97
"PERIDOTITE",39.67,,,,,0.13,0.19
"PERIDOTITE",50.86,0.94,4.72,,,0.1,19.45
"PERIDOTITE",38.43,,,,,0.14,0.28
"PERIDOTITE",39.45,,,,,0.2,0.36
"PERIDOTITE",0.1,21.44,10.35,,,0.38,
"PERIDOTITE",0.12,16.05,12.29,,,0.36,
"PERIDOTITE",39.86,5.17,14.14,,,0.1,11.71
"PERIDOTITE",27.48,11.7,16.01,,,0.09,11.72
"PERIDOTITE",28.01,11.13,16.17,,,0.04,10.94
"PERIDOTITE",51.57,,30.86,,,,13.51
"PERIDOTITE",50.02,,31.72,,,,15.1
"PERIDOTITE",0.19,1.69,50.16,,,0.11,
"PERIDOTITE",47.07,2.06,8.41,,,0.11,20.34
"PERIDOTITE",47.57,2,8.84,,,0.1,20.53
"PERIDOTITE",47.43,2.22,8.96,,,0.1,21.24
"PERIDOTITE",38.58,,,,,0.27,0.1
"PERIDOTITE",0.16,16.52,11.41,,,0.3,
"PERIDOTITE",40.95,5.2,13.05,,,0.18,11.01
"PERIDOTITE",40.88,5.01,13.25,,,0.08,11.11
"PERIDOTITE",40.69,5.54,13.97,,,0.1,11.57
"PERIDOTITE",0.13,9.47,18.97,,,0.27,
"PERIDOTITE",0.08,2.93,36.35,,,0.11,
"PERIDOTITE",0.1,3.02,36.79,,,0.05,
"PERIDOTITE",49.97,1.49,6.55,,,0.12,20.42
"LHERZOLITE",51.68,0.81,7.48,,4.07,0.1,16.32
"LHERZOLITE",41.96,0.164,22.63,,7.9,0.323,4.68
"LHERZOLITE",40.72,0.03,0.01,,9.46,0.14,0.08
"LHERZOLITE",40.79,0.07,0.03,,9.62,0.13,0.13
"LHERZOLITE",47.59,0.17,14.05,,7.33,0.28,1.59
"LHERZOLITE",56.23,2.8,17.56,,3.7,0.07,5.94
"LHERZOLITE",59.28,1.2,18.78,,2.34,0.04,5.06
"LHERZOLITE",59.84,1.24,18.85,,2.58,0.01,4.59
"LHERZOLITE",42.59,0.19,22.49,,7.26,0.34,4.93
"LHERZOLITE",44.06,0.06,34.25,,0.34,0.02,18.64
"LHERZOLITE",55.36,0.21,4.01,,6.23,0.12,0.94
"LHERZOLITE",52.01,0.73,4.34,,3.05,0.16,20.24
"LHERZOLITE",50.87,1.64,4.35,,3.64,0.18,20.25
"LHERZOLITE",0.06,0.48,40.92,,13.18,0.1,
"LHERZOLITE",0.08,0.44,43.07,,13.43,0.18,0.03
"LHERZOLITE",52.68,0.5,5.48,,2.95,0.06,18.67
"LHERZOLITE",52.62,0.51,5.63,,2.92,0.16,18.4
"LHERZOLITE",52.45,0.53,5.89,,3.22,0.19,18.19
"LHERZOLITE",0.36,0.08,60.66,,11.26,0.26,0.11
"PYROXENITE",54.66,0.03,4.89,,6.36,0.04,0.81
"PYROXENITE",52,0.37,6.56,,3.18,,19.72
"PYROXENITE",53.73,0.08,4.31,,5.67,,1.04
"PYROXENITE",52.2,0.24,5.04,,2.92,,19.32
"PYROXENITE",50.58,0.88,6.84,,6.82,,15.83
"PYROXENITE",51.16,0.95,7.61,,7.85,,15.77
"PYROXENITE",53.49,0.21,5.59,,10.3,0.12,1.66
"PYROXENITE",52.45,0.55,7.26,,7.13,,13.66
"PYROXENITE",51.8,0.36,6.52,,6.06,0.1,12.67
"PYROXENITE",41.2,0.34,22.63,,12.5,0.38,4.99
"PYROXENITE",50.71,0.75,7.02,,7.7,,15.06
"PYROXENITE",42.07,0.18,22.89,,7.05,,5.02
"PYROXENITE",54.72,0.15,3.84,,6,,0.81
"PYROXENITE",52.9,0.48,5.7,,3.04,,19.2
"PYROXENITE",53.82,0.18,5.21,,7.93,,1.85
"PYROXENITE",51.92,0.39,6.96,,6.06,,13.23
"PYROXENITE",54.53,0.12,4.06,,6.41,0.13,0.95
"PYROXENITE",52.59,0.33,5.07,,4.8,,15.1
"PYROXENITE",40.8,,,,9.49,0.12,0.09
"PYROXENITE",42.14,0.13,22.56,,7.27,,5.14
"PYROXENITE",54.83,0.12,4.16,,6.22,,0.89
"PYROXENITE",,0.32,46.61,,13.23,0.12,
"PYROXENITE",51.76,0.37,5.68,,3.07,,18.39
"PYROXENITE",52.85,0.25,5.86,,9.21,,1.69
"PYROXENITE",51.48,0.49,7.08,,5.83,,14.59
"PYROXENITE",52.45,0.52,6.6,,6.78,,14.29
"PYROXENITE",53.2,0.18,5.83,,9.69,0.06,1.79
"PYROXENITE",51.96,0.46,7.11,,7.47,,13.48
"PYROXENITE",41.58,0.36,22.72,,10.92,,5.14
"PYROXENITE",52.44,0.33,6.31,,5.75,,13.72
"PYROXENITE",52.39,0.37,6.33,,5.43,,14.86
"PYROXENITE",40.73,,,,9.67,0.1,0.08
"PYROXENITE",42.38,0.18,22.96,,7.29,,5.08
"PYROXENITE",55.23,0.15,3.96,,6.42,0.12,0.92
"PYROXENITE",52.01,0.49,5.94,,3.07,,18.39
"PYROXENITE",52.16,0.42,5.56,,6.07,,15.79
"PYROXENITE",52.87,0.24,5.71,,9.98,,1.62
"PYROXENITE",41.64,0.38,22.7,,11.18,,5.23
"PYROXENITE",51.3,0.53,7.25,,7.41,,13.79
"PYROXENITE",40.67,,,,10.45,,0.04
"PYROXENITE",41.56,0.37,22.62,,10.94,,5.18
"PYROXENITE",52.72,0.19,4.96,,11.79,,1.88
"PYROXENITE",52.04,0.44,6.43,,7.09,,14.26
"PYROXENITE",52.79,0.15,6,,8.76,,0.74
"PYROXENITE",50.62,0.73,7.89,,4.46,,19.68
"PYROXENITE",53.4,0.13,5.62,,8.74,,0.55
"PYROXENITE",50.67,0.65,8.46,,4.94,,18.35
"WEBSTERITE",41.71,0.24,22.92,,10.31,,6.07
"WEBSTERITE",51.42,0.8,6.23,,3.92,,18.06
"WEBSTERITE",52.42,0.8,6.23,,3.92,,18.06
"PYROXENITE",49.82,1.36,8.47,,9,,15.75
"PYROXENITE",51.29,0.55,7.19,,6.89,,14.45
"PYROXENITE",51.35,0.74,7.28,,6.91,,15.81
"PYROXENITE",53.09,0.19,5.28,,8.3,0.15,1.91
"PYROXENITE",51.08,0.34,6.56,,5.58,,13.08
"PYROXENITE",52.11,0.34,5.95,,5.38,,14.29
"PYROXENITE",52.15,0.39,6.23,,5.27,,14.82
"PYROXENITE",49.37,1.3,7.96,,8.93,,15.71
"PYROXENITE",49.22,1.51,8.9,,10.29,,15.83
"PYROXENITE",51.28,0.81,7.37,,7.1,,15.74
"PYROXENITE",53,0.24,5.36,,10.87,,1.6
"PYROXENITE",51.37,0.53,6.99,,7.42,,13.74
"PYROXENITE",52.61,0.26,5.69,,10.44,,1.62
"PYROXENITE",50.96,0.56,6.9,,7.16,,14.03
"PYROXENITE",53.22,0.3,5.5,,10.23,0.26,1.67
"PYROXENITE",52.72,0.28,5.57,,10.29,0.23,1.7
"PYROXENITE",52.87,0.26,5.6,,10.48,0.19,1.72
"PYROXENITE",51.15,0.58,6.88,,6.68,0.21,14.02
"PYROXENITE",50.73,0.66,6.9,,7.7,0.18,13.86
"PYROXENITE",51.55,0.53,6.94,,7.08,0.14,14.08
"PYROXENITE",51.27,0.55,7.01,,6.96,0.16,14.58
"PYROXENITE",51.13,0.7,7.24,,7.72,,14.56
"PYROXENITE",49.91,1.52,8.1,,9.15,,15.72
"PYROXENITE",41.36,0.38,22.56,,12.04,,5.07
"PYROXENITE",51.05,0.66,7.26,,7.88,,14.44
"PYROXENITE",40.66,0.54,21.96,,16.77,,5.41
"PYROXENITE",49.25,0.28,7.39,,17.14,,1.89
"PYROXENITE",49.45,1.36,8.02,,8.77,,15
"PYROXENITE",50.77,0.91,7.87,,8.15,,15.43
"PYROXENITE",53.09,0.24,5.44,,10.11,,1.7
"PYROXENITE",51.49,0.57,7.08,,7.25,,13.85
"PYROXENITE",51.26,0.61,7.17,,6.49,,15.79
"PYROXENITE",51.4,0.57,7.14,,6.52,,15.68
"PYROXENITE",51.14,0.6,7.16,,6.64,,15.73
"PYROXENITE",51.01,0.76,6.71,,6.89,,16.01
"PYROXENITE",51.23,0.76,7.5,,7.74,,15.03
"PYROXENITE",51.03,0.62,7.43,,7.36,,14.34
"PYROXENITE",50.88,0.75,7.36,,7.86,,14.95
"PYROXENITE",51.06,0.69,7.25,,8.08,,14.33
"PYROXENITE",50.52,0.98,8.18,,8.42,,15.63
"PYROXENITE",41.77,0.4,22.73,,11.02,,5.13
"PYROXENITE",52.57,0.26,5.69,,10.65,,1.64
"PYROXENITE",51.24,0.57,7.31,,7.34,,13.91
"PYROXENITE",49.94,1.1,7.59,,8.5,,16.09
"PYROXENITE",49.57,1.49,8.61,,9.48,,15.35
"PYROXENITE",50.63,0.86,7.38,,7.79,,15.5
"PYROXENITE",50.99,0.72,7.19,,7.69,,14.73
"PYROXENITE",49.42,1.5,8.11,,9.56,,15.21
"PYROXENITE",51.06,0.69,6.9,,6.9,,15.56
"PYROXENITE",51.66,0.81,7.02,,7.16,,15.82
"PYROXENITE",51.23,0.68,6.92,,7.31,,14.96
"PYROXENITE",50.01,1.51,8.07,,9.92,,14.71
"PYROXENITE",49.55,1.54,8.69,,10.67,,15.76
"PYROXENITE",51.15,0.87,7.11,,7.34,,15.27
"PYROXENITE",50.99,0.68,7.08,,8.25,,14.16
"PYROXENITE",51.17,0.57,7.02,,7.46,,13.92
"PYROXENITE",49.55,1.49,8.06,,9.24,,15.67
"PYROXENITE",50.47,0.84,7.31,,7.06,,15.53
"PYROXENITE",51.24,0.77,7.01,,8.01,,14.65
"PYROXENITE",49.86,1.38,8.12,,9.48,,15.37
"PYROXENITE",51.25,0.62,7.1,,7.39,,14.19
"PYROXENITE",49.75,1.58,8.31,,9.82,,15.34
"PYROXENITE",49.87,1.3,7.95,,8.84,,15.78
"PYROXENITE",50.8,1.05,7.85,,8.83,,15.47
"PYROXENITE",50.33,0.97,7.97,,8.48,,15.48
"PYROXENITE",50.53,0.47,6.59,,5.8,,14.57
"PYROXENITE",50.95,0.69,7.2,,7.47,,15.28
"PYROXENITE",50.46,0.97,7.63,,8.29,,15.63
"PYROXENITE",50.02,1.4,7.83,,8.81,,15.75
"PYROXENITE",41.19,0.425,22.6,,13.57,0.328,5.07
"PYROXENITE",51.15,0.666,7.1,,8.02,0.131,14.59
"PYROXENITE",40.64,,,,10.22,0.1,0.04
"PYROXENITE",42.25,0.12,22.83,,7.9,,5.29
"PYROXENITE",54.65,0.09,3.55,,6.26,0.1,0.59
"PYROXENITE",,0.69,50.07,,13.47,0.18,
"PYROXENITE",52.39,0.28,7.08,,2.92,,19.11
"PYROXENITE",,45.44,1.15,,48.03,0.1,
"PYROXENITE",40.76,,21.94,,20.1,0.31,5.95
"PYROXENITE",51.25,,5.23,,16.94,0.14,0.39
"PYROXENITE",51.54,0.43,6.63,,6.62,,13.53
"PYROXENITE",42.45,0.14,23.18,,6.49,,4.95
"PYROXENITE",52.59,0.33,5.64,,3.04,,18.7
"PYROXENITE",40.36,,22.21,,18.53,0.67,5.72
"PYROXENITE",53.83,0.09,4.28,,7.24,0.07,0.75
"PYROXENITE",,,60.83,,26.24,0.07,
"PYROXENITE",48.11,0.77,7.72,,9.65,,17.33
"PYROXENITE",41.76,0.32,22.67,,11.01,,4.93
"PYROXENITE",51.97,0.46,6.25,,7.08,,14.68
"PYROXENITE",52.23,0.29,5.8,,5.29,,14.13
"PYROXENITE",41.93,0.44,22.45,,8.76,,5.12
"PYROXENITE",41.54,0.38,22.68,,11.29,,5.39
"PYROXENITE",52.78,0.15,5.08,,11.42,0.11,1.44
"PYROXENITE",51.03,0.51,6.88,,7.49,,14.37
"PYROXENITE",41.99,0.35,22.26,,8.63,,4.98
"PYROXENITE",41.45,0.36,22.64,,10.96,,5.24
"PYROXENITE",51.27,0.49,7.21,,7.38,,14.44
"PYROXENITE",51.42,0.38,6.68,,6.87,,13.97
"PYROXENITE",53.51,0.06,5,,7.61,0.09,1.88
"PYROXENITE",52.44,0.2,6.02,,5.56,,13.38
"PYROXENITE",41.29,0.36,22.55,,12.71,,4.97
"PYROXENITE",51.33,0.75,6.09,,7.46,,15.98
"PYROXENITE",41.85,0.33,22.81,,10.42,,5.09
"PYROXENITE",51.31,0.39,6.98,,7.22,,14.15
"PYROXENITE",37.1,0.12,0.33,,25.16,0.24,0.53
"PYROXENITE",48.31,0.31,11.91,,11.87,0.29,1.81
"PYROXENITE",41.32,0.37,22.55,,11.14,0.39,4.76
"PYROXENITE",48.26,0.16,30.43,,0.99,0.08,15.45
"PYROXENITE",52.18,0.38,4.92,,5.67,0.17,15.91
"PYROXENITE",51.42,0.58,5.02,,5.97,0.15,17.85
"PYROXENITE",52.72,0.32,5.03,,5.71,0.08,15.72
"PYROXENITE",51.71,0.54,6.96,,7.17,0.26,14.11
"PYROXENITE",51.58,0.54,6.96,,7.3,0.12,14.32
"PYROXENITE",51.42,0.53,6.96,,7.39,0.16,14.2
"PYROXENITE",0.39,0.33,61.75,,17.42,0.31,0.08
"PYROXENITE",51.6,0.33,7.4,,9.08,0.17,2.02
"PYROXENITE",50.79,0.2,9.49,,8.02,0.15,1.97
"PYROXENITE",41.92,0.34,22.67,,9.12,,5.12
"PYROXENITE",52.9,0.15,4.56,,9.89,0.14,2.52
"PYROXENITE",49.8,0.89,6.32,,4.42,,21.1
"PYROXENITE",54.23,,4.58,,6.42,0.09,0.88
"PYROXENITE",51.52,0.45,6.47,,3.23,,18.02
"PYROXENITE",41.86,0.08,22.58,,7.95,,7.01
"PYROXENITE",50.69,0.31,8.86,,3.24,,18.46
"PYROXENITE",41.67,0.15,23.07,,11.69,,4.86
"PYROXENITE",53.2,,5,,9.26,0.1,0.39
"PYROXENITE",,0.37,64.93,,13.02,0.1,
"PYROXENITE",50.29,1.02,9.54,,3.87,0.08,17.13
"PYROXENITE",50.93,0.59,6.86,,7,,14.62
"PYROXENITE",40.97,,,,9.33,0.13,0.08
"PYROXENITE",42.21,0.14,22.67,,6.85,,5.07
"PYROXENITE",54.87,,4,,6.17,0.07,0.81
"PYROXENITE",52.51,0.37,5.59,,3.17,,18.36
"PYROXENITE",54.56,0.17,3.99,,5.86,0.11,0.82
"PYROXENITE",40.4,,,,11.24,0.1,0.06
"PYROXENITE",42,0.23,22.93,,8.37,,4.86
"PYROXENITE",54.45,,3.72,,7.44,0.08,0.65
"PYROXENITE",52.3,0.5,5.83,,3.11,,18.1
"PYROXENITE",40.09,,,,12.6,0.12,0.09
